source_kind,bundle_model_code,component_model_code,context_release_price,context_delivery_price,default_qty,sheet_row
COMMERCIAL,AM440AXVHHR1SY,AM200AXVHHR1,16024800,8813640,1,494
COMMERCIAL,AM460AXVHHR1SY,AM120AXVHHR1,10560000,5808000,1,495
COMMERCIAL,AM460AXVHHR1SY,AM160AXVHHR1,14207600,7814180,1,496
COMMERCIAL,AM460AXVHHR1SY,AM180AXVHHR1,14526600,7989630,1,497
COMMERCIAL,AM480AXVHHR1SY,AM120AXVHHR1,10560000,5808000,1,498
COMMERCIAL,AM480AXVHHR1SY,AM160AXVHHR1,14207600,7814180,1,499
COMMERCIAL,AM480AXVHHR1SY,AM200AXVHHR1,16024800,8813640,1,500
COMMERCIAL,AM220AXVJHJ1SY,AM100AXVHJH1,10700800,5885440,1,508
COMMERCIAL,AM220AXVJHJ1SY,AM120AXVHJH1,12469600,6858280,1,509
COMMERCIAL,AM240AXVJHJ1SY,AM120AXVHJH1,12469600,6858280,2,511
COMMERCIAL,AM260AXVJHJ1SY,AM100AXVHJH1,10700800,5885440,1,512
COMMERCIAL,AM260AXVJHJ1SY,AM160AXVHJH1,16880600,9284330,1,513
COMMERCIAL,AM280AXVJHJ1SY,AM100AXVHJH1,10700800,5885440,1,514
COMMERCIAL,AM280AXVJHJ1SY,AM180AXVHJH1,17882700,9835485,1,515
COMMERCIAL,AM300AXVJHJ1SY,AM100AXVHJH1,10700800,5885440,1,516
COMMERCIAL,AM300AXVJHJ1SY,AM200AXVHJH1,19638300,10801065,1,517
COMMERCIAL,AM320AXVJHJ1SY,AM120AXVHJH1,12469600,6858280,1,518
COMMERCIAL,AM320AXVJHJ1SY,AM200AXVHJH1,19638300,10801065,1,519
COMMERCIAL,AM340AXVJHJ1SY,AM140AXVHJH1,16054500,8829975,1,520
COMMERCIAL,AM340AXVJHJ1SY,AM200AXVHJH1,19638300,10801065,1,521
COMMERCIAL,AM360AXVJHJ1SY,AM180AXVHJH1,17882700,9835485,2,523
COMMERCIAL,AM380AXVJHJ1SY,AM180AXVHJH1,17882700,9835485,1,524
COMMERCIAL,AM380AXVJHJ1SY,AM200AXVHJH1,19638300,10801065,1,525
COMMERCIAL,AM400AXVJHJ1SY,AM200AXVHJH1,19638300,10801065,2,527
COMMERCIAL,AM420AXVJHJ1SY,AM100AXVHJH1,10700800,5885440,1,528
COMMERCIAL,AM420AXVJHJ1SY,AM120AXVHJH1,12469600,6858280,1,529
COMMERCIAL,AM420AXVJHJ1SY,AM200AXVHJH1,19638300,10801065,1,530
COMMERCIAL,AM440AXVJHJ1SY,AM120AXVHJH1,12469600,6858280,2,532
COMMERCIAL,AM440AXVJHJ1SY,AM200AXVHJH1,19638300,10801065,1,533
COMMERCIAL,AM460AXVJHJ1SY,AM120AXVHJH1,12469600,6858280,1,534
COMMERCIAL,AM460AXVJHJ1SY,AM160AXVHJH1,16880600,9284330,1,535
COMMERCIAL,AM460AXVJHJ1SY,AM180AXVHJH1,17882700,9835485,1,536
COMMERCIAL,AM480AXVJHJ1SY,AM120AXVHJH1,12469600,6858280,1,537
COMMERCIAL,AM480AXVJHJ1SY,AM160AXVHJH1,16880600,9284330,1,538
COMMERCIAL,AM480AXVJHJ1SY,AM200AXVHJH1,19638300,10801065,1,539
